Name,Station,Time,Homogeniserd mean temperature (month)
Oslo - Øvre Vollgate,SN18654,1.1816,-5
Oslo - Øvre Vollgate,SN18654,2.1816,-7.3
Oslo - Øvre Vollgate,SN18654,3.1816,-4.9
Oslo - Øvre Vollgate,SN18654,4.1816,1.8
Oslo - Øvre Vollgate,SN18654,5.1816,6.1
Oslo - Øvre Vollgate,SN18654,6.1816,13.1
Oslo - Øvre Vollgate,SN18654,7.1816,16.4
Oslo - Øvre Vollgate,SN18654,8.1816,12.2
Oslo - Øvre Vollgate,SN18654,9.1816,8.9
Oslo - Øvre Vollgate,SN18654,10.1816,3.5
Oslo - Øvre Vollgate,SN18654,11.1816,-1
Oslo - Øvre Vollgate,SN18654,12.1816,-3.3
Oslo - Øvre Vollgate,SN18654,1.1817,-1.7
Oslo - Øvre Vollgate,SN18654,2.1817,-1.1
Oslo - Øvre Vollgate,SN18654,3.1817,-2.6
Oslo - Øvre Vollgate,SN18654,4.1817,2.3
Oslo - Øvre Vollgate,SN18654,5.1817,8.1
Oslo - Øvre Vollgate,SN18654,6.1817,12.2
Oslo - Øvre Vollgate,SN18654,7.1817,14.2
Oslo - Øvre Vollgate,SN18654,8.1817,12.2
Oslo - Øvre Vollgate,SN18654,9.1817,10.6
Oslo - Øvre Vollgate,SN18654,10.1817,1.2
Oslo - Øvre Vollgate,SN18654,11.1817,0.4
Oslo - Øvre Vollgate,SN18654,12.1817,-9.1
Oslo - Øvre Vollgate,SN18654,1.1818,-5.8
Oslo - Øvre Vollgate,SN18654,2.1818,-4.4
Oslo - Øvre Vollgate,SN18654,3.1818,-1.7
Oslo - Øvre Vollgate,SN18654,4.1818,-0.2
Oslo - Øvre Vollgate,SN18654,5.1818,7.9
Oslo - Øvre Vollgate,SN18654,6.1818,14.2
Oslo - Øvre Vollgate,SN18654,7.1818,16.8
Oslo - Øvre Vollgate,SN18654,8.1818,12.1
Oslo - Øvre Vollgate,SN18654,9.1818,10
Oslo - Øvre Vollgate,SN18654,10.1818,6.6
Oslo - Øvre Vollgate,SN18654,11.1818,2.4
Oslo - Øvre Vollgate,SN18654,12.1818,0.4
Oslo - Øvre Vollgate,SN18654,1.1819,-0.7
Oslo - Øvre Vollgate,SN18654,2.1819,-2.6
Oslo - Øvre Vollgate,SN18654,3.1819,-0.9
Oslo - Øvre Vollgate,SN18654,4.1819,3.9
Oslo - Øvre Vollgate,SN18654,5.1819,9.1
Oslo - Øvre Vollgate,SN18654,6.1819,14.2
Oslo - Øvre Vollgate,SN18654,7.1819,17.9
Oslo - Øvre Vollgate,SN18654,8.1819,17.3
Oslo - Øvre Vollgate,SN18654,9.1819,11.6
Oslo - Øvre Vollgate,SN18654,10.1819,3.3
Oslo - Øvre Vollgate,SN18654,11.1819,-3.5
Oslo - Øvre Vollgate,SN18654,12.1819,-5.6
Oslo - Øvre Vollgate,SN18654,1.182,-9.7
Oslo - Øvre Vollgate,SN18654,2.182,-4.9
Oslo - Øvre Vollgate,SN18654,3.182,-2.4
Oslo - Øvre Vollgate,SN18654,4.182,3.9
Oslo - Øvre Vollgate,SN18654,5.182,8.8
Oslo - Øvre Vollgate,SN18654,6.182,13
Oslo - Øvre Vollgate,SN18654,7.182,17
Oslo - Øvre Vollgate,SN18654,8.182,13.7
Oslo - Øvre Vollgate,SN18654,9.182,9.7
Oslo - Øvre Vollgate,SN18654,10.182,4.9
Oslo - Øvre Vollgate,SN18654,11.182,-0.2
Oslo - Øvre Vollgate,SN18654,12.182,-7
Oslo - Øvre Vollgate,SN18654,1.1821,-8.4
Oslo - Øvre Vollgate,SN18654,2.1821,-3.1
Oslo - Øvre Vollgate,SN18654,3.1821,-2.1
Oslo - Øvre Vollgate,SN18654,4.1821,4.5
Oslo - Øvre Vollgate,SN18654,5.1821,8
Oslo - Øvre Vollgate,SN18654,6.1821,12.1
Oslo - Øvre Vollgate,SN18654,7.1821,13.4
Oslo - Øvre Vollgate,SN18654,8.1821,12.8
Oslo - Øvre Vollgate,SN18654,9.1821,11.7
Oslo - Øvre Vollgate,SN18654,10.1821,8.5
Oslo - Øvre Vollgate,SN18654,11.1821,1.9
Oslo - Øvre Vollgate,SN18654,12.1821,1.5
Oslo - Øvre Vollgate,SN18654,1.1822,-2.6
Oslo - Øvre Vollgate,SN18654,2.1822,2.8
Oslo - Øvre Vollgate,SN18654,3.1822,3.5
Oslo - Øvre Vollgate,SN18654,4.1822,5.6
Oslo - Øvre Vollgate,SN18654,5.1822,10.2
Oslo - Øvre Vollgate,SN18654,6.1822,14.2
Oslo - Øvre Vollgate,SN18654,7.1822,15.7
Oslo - Øvre Vollgate,SN18654,8.1822,15.7
Oslo - Øvre Vollgate,SN18654,9.1822,10.5
Oslo - Øvre Vollgate,SN18654,10.1822,6.6
Oslo - Øvre Vollgate,SN18654,11.1822,4.6
Oslo - Øvre Vollgate,SN18654,12.1822,-1.6
Oslo - Øvre Vollgate,SN18654,1.1823,-8.3
Oslo - Øvre Vollgate,SN18654,2.1823,-5.6
Oslo - Øvre Vollgate,SN18654,3.1823,-0.3
Oslo - Øvre Vollgate,SN18654,4.1823,2.8
Oslo - Øvre Vollgate,SN18654,5.1823,8.1
Oslo - Øvre Vollgate,SN18654,6.1823,13.1
Oslo - Øvre Vollgate,SN18654,7.1823,14.5
Oslo - Øvre Vollgate,SN18654,8.1823,15.3
Oslo - Øvre Vollgate,SN18654,9.1823,11.2
Oslo - Øvre Vollgate,SN18654,10.1823,7.5
Oslo - Øvre Vollgate,SN18654,11.1823,1.4
Oslo - Øvre Vollgate,SN18654,12.1823,-0.4
Oslo - Øvre Vollgate,SN18654,1.1824,0
Oslo - Øvre Vollgate,SN18654,2.1824,-0.4
Oslo - Øvre Vollgate,SN18654,3.1824,-0.3
Oslo - Øvre Vollgate,SN18654,4.1824,4
Oslo - Øvre Vollgate,SN18654,5.1824,8.6
Oslo - Øvre Vollgate,SN18654,6.1824,13.8
Oslo - Øvre Vollgate,SN18654,7.1824,14.8
Oslo - Øvre Vollgate,SN18654,8.1824,14.3
Oslo - Øvre Vollgate,SN18654,9.1824,11.7
Oslo - Øvre Vollgate,SN18654,10.1824,4.4
Oslo - Øvre Vollgate,SN18654,11.1824,0.1
Oslo - Øvre Vollgate,SN18654,12.1824,-2.8
Oslo - Øvre Vollgate,SN18654,1.1825,0.5
Oslo - Øvre Vollgate,SN18654,2.1825,-1.3
Oslo - Øvre Vollgate,SN18654,3.1825,-0.8
Oslo - Øvre Vollgate,SN18654,4.1825,4.1
Oslo - Øvre Vollgate,SN18654,5.1825,8.7
Oslo - Øvre Vollgate,SN18654,6.1825,13.1
Oslo - Øvre Vollgate,SN18654,7.1825,15.5
Oslo - Øvre Vollgate,SN18654,8.1825,14.6
Oslo - Øvre Vollgate,SN18654,9.1825,11.1
Oslo - Øvre Vollgate,SN18654,10.1825,6.9
Oslo - Øvre Vollgate,SN18654,11.1825,0.3
Oslo - Øvre Vollgate,SN18654,12.1825,-0.5
Oslo - Øvre Vollgate,SN18654,1.1826,-6.1
Oslo - Øvre Vollgate,SN18654,2.1826,1
Oslo - Øvre Vollgate,SN18654,3.1826,1.2
Oslo - Øvre Vollgate,SN18654,4.1826,4.4
Oslo - Øvre Vollgate,SN18654,5.1826,10.5
Oslo - Øvre Vollgate,SN18654,6.1826,16.3
Oslo - Øvre Vollgate,SN18654,7.1826,17.7
Oslo - Øvre Vollgate,SN18654,8.1826,15.1
Oslo - Øvre Vollgate,SN18654,9.1826,10.4
Oslo - Øvre Vollgate,SN18654,10.1826,7.2
Oslo - Øvre Vollgate,SN18654,11.1826,0.7
Oslo - Øvre Vollgate,SN18654,12.1826,-0.1
Oslo - Øvre Vollgate,SN18654,1.1827,-5.8
Oslo - Øvre Vollgate,SN18654,2.1827,-8.2
Oslo - Øvre Vollgate,SN18654,3.1827,-1.9
Oslo - Øvre Vollgate,SN18654,4.1827,3.8
Oslo - Øvre Vollgate,SN18654,5.1827,9.4
Oslo - Øvre Vollgate,SN18654,6.1827,14.3
Oslo - Øvre Vollgate,SN18654,7.1827,14.1
Oslo - Øvre Vollgate,SN18654,8.1827,12.9
Oslo - Øvre Vollgate,SN18654,9.1827,11.6
Oslo - Øvre Vollgate,SN18654,10.1827,6
Oslo - Øvre Vollgate,SN18654,11.1827,-1.1
Oslo - Øvre Vollgate,SN18654,12.1827,1.6
Oslo - Øvre Vollgate,SN18654,1.1828,-6.4
Oslo - Øvre Vollgate,SN18654,2.1828,-7.6
Oslo - Øvre Vollgate,SN18654,3.1828,-0.7
Oslo - Øvre Vollgate,SN18654,4.1828,1.3
Oslo - Øvre Vollgate,SN18654,5.1828,10.2
Oslo - Øvre Vollgate,SN18654,6.1828,15.6
Oslo - Øvre Vollgate,SN18654,7.1828,17.8
Oslo - Øvre Vollgate,SN18654,8.1828,15.4
Oslo - Øvre Vollgate,SN18654,9.1828,10.3
Oslo - Øvre Vollgate,SN18654,10.1828,6.3
Oslo - Øvre Vollgate,SN18654,11.1828,1.1
Oslo - Øvre Vollgate,SN18654,12.1828,-3
Oslo - Øvre Vollgate,SN18654,1.1829,-4.7
Oslo - Øvre Vollgate,SN18654,2.1829,-9.1
Oslo - Øvre Vollgate,SN18654,3.1829,-4.5
Oslo - Øvre Vollgate,SN18654,4.1829,1
Oslo - Øvre Vollgate,SN18654,5.1829,9.1
Oslo - Øvre Vollgate,SN18654,6.1829,15.2
Oslo - Øvre Vollgate,SN18654,7.1829,15.4
Oslo - Øvre Vollgate,SN18654,8.1829,14
Oslo - Øvre Vollgate,SN18654,9.1829,10.4
Oslo - Øvre Vollgate,SN18654,10.1829,4.8
Oslo - Øvre Vollgate,SN18654,11.1829,-3.3
Oslo - Øvre Vollgate,SN18654,12.1829,-5.8
Oslo - Øvre Vollgate,SN18654,1.183,-6
Oslo - Øvre Vollgate,SN18654,2.183,-8.1
Oslo - Øvre Vollgate,SN18654,3.183,-0.1
Oslo - Øvre Vollgate,SN18654,4.183,4.4
Oslo - Øvre Vollgate,SN18654,5.183,9.2
Oslo - Øvre Vollgate,SN18654,6.183,12.4
Oslo - Øvre Vollgate,SN18654,7.183,16.6
Oslo - Øvre Vollgate,SN18654,8.183,13.1
Oslo - Øvre Vollgate,SN18654,9.183,10
Oslo - Øvre Vollgate,SN18654,10.183,5.6
Oslo - Øvre Vollgate,SN18654,11.183,2.5
Oslo - Øvre Vollgate,SN18654,12.183,-6.1
Oslo - Øvre Vollgate,SN18654,1.1831,-7.9
Oslo - Øvre Vollgate,SN18654,2.1831,-4.8
Oslo - Øvre Vollgate,SN18654,3.1831,-2.2
Oslo - Øvre Vollgate,SN18654,4.1831,3.2
Oslo - Øvre Vollgate,SN18654,5.1831,10.2
Oslo - Øvre Vollgate,SN18654,6.1831,15.3
Oslo - Øvre Vollgate,SN18654,7.1831,17.8
Oslo - Øvre Vollgate,SN18654,8.1831,16.6
Oslo - Øvre Vollgate,SN18654,9.1831,9.7
Oslo - Øvre Vollgate,SN18654,10.1831,7.6
Oslo - Øvre Vollgate,SN18654,11.1831,-2.1
Oslo - Øvre Vollgate,SN18654,12.1831,-1.5
Oslo - Øvre Vollgate,SN18654,1.1832,-4.4
Oslo - Øvre Vollgate,SN18654,2.1832,-2.2
Oslo - Øvre Vollgate,SN18654,3.1832,0.6
Oslo - Øvre Vollgate,SN18654,4.1832,4.9
Oslo - Øvre Vollgate,SN18654,5.1832,7.3
Oslo - Øvre Vollgate,SN18654,6.1832,14.5
Oslo - Øvre Vollgate,SN18654,7.1832,13.8
Oslo - Øvre Vollgate,SN18654,8.1832,13.8
Oslo - Øvre Vollgate,SN18654,9.1832,9.3
Oslo - Øvre Vollgate,SN18654,10.1832,6.7
Oslo - Øvre Vollgate,SN18654,11.1832,1.1
Oslo - Øvre Vollgate,SN18654,12.1832,-0.9
Oslo - Øvre Vollgate,SN18654,1.1833,-6.9
Oslo - Øvre Vollgate,SN18654,2.1833,-2.2
Oslo - Øvre Vollgate,SN18654,3.1833,-2.3
Oslo - Øvre Vollgate,SN18654,4.1833,2.1
Oslo - Øvre Vollgate,SN18654,5.1833,11
Oslo - Øvre Vollgate,SN18654,6.1833,13.8
Oslo - Øvre Vollgate,SN18654,7.1833,16.9
Oslo - Øvre Vollgate,SN18654,8.1833,11.9
Oslo - Øvre Vollgate,SN18654,9.1833,11.1
Oslo - Øvre Vollgate,SN18654,10.1833,7.4
Oslo - Øvre Vollgate,SN18654,11.1833,1.4
Oslo - Øvre Vollgate,SN18654,12.1833,-4.4
Oslo - Øvre Vollgate,SN18654,1.1834,-5
Oslo - Øvre Vollgate,SN18654,2.1834,-0.5
Oslo - Øvre Vollgate,SN18654,3.1834,1.3
Oslo - Øvre Vollgate,SN18654,4.1834,3.9
Oslo - Øvre Vollgate,SN18654,5.1834,9.5
Oslo - Øvre Vollgate,SN18654,6.1834,13.7
Oslo - Øvre Vollgate,SN18654,7.1834,19.4
Oslo - Øvre Vollgate,SN18654,8.1834,17.4
Oslo - Øvre Vollgate,SN18654,9.1834,9.8
Oslo - Øvre Vollgate,SN18654,10.1834,5.1
Oslo - Øvre Vollgate,SN18654,11.1834,-2.1
Oslo - Øvre Vollgate,SN18654,12.1834,-3.3
Oslo - Øvre Vollgate,SN18654,1.1835,-1.7
Oslo - Øvre Vollgate,SN18654,2.1835,0
Oslo - Øvre Vollgate,SN18654,3.1835,0
Oslo - Øvre Vollgate,SN18654,4.1835,2.7
Oslo - Øvre Vollgate,SN18654,5.1835,7.1
Oslo - Øvre Vollgate,SN18654,6.1835,15.1
Oslo - Øvre Vollgate,SN18654,7.1835,15.2
Oslo - Øvre Vollgate,SN18654,8.1835,13.4
Oslo - Øvre Vollgate,SN18654,9.1835,11.6
Oslo - Øvre Vollgate,SN18654,10.1835,5.9
Oslo - Øvre Vollgate,SN18654,11.1835,-0.8
Oslo - Øvre Vollgate,SN18654,12.1835,-5.5
Oslo - Øvre Vollgate,SN18654,1.1836,-6
Oslo - Øvre Vollgate,SN18654,2.1836,-3.3
Oslo - Øvre Vollgate,SN18654,3.1836,0.1
Oslo - Øvre Vollgate,SN18654,4.1836,3.7
Oslo - Øvre Vollgate,SN18654,5.1836,9.6
Oslo - Øvre Vollgate,SN18654,6.1836,13.7
Oslo - Øvre Vollgate,SN18654,7.1836,14.7
Oslo - Øvre Vollgate,SN18654,8.1836,12.7
Oslo - Øvre Vollgate,SN18654,9.1836,7.9
Oslo - Øvre Vollgate,SN18654,10.1836,5.7
Oslo - Øvre Vollgate,SN18654,11.1836,-1.3
Oslo - Øvre Vollgate,SN18654,12.1836,-7
Oslo - Øvre Vollgate,SN18654,1.1837,-7.9
Oslo - Øvre Vollgate,SN18654,2.1837,-2.8
Oslo - Øvre Vollgate,SN18654,3.1837,-4.8
Oslo - Øvre Vollgate,SN18654,4.1837,2.5
Oslo - Øvre Vollgate,SN18654,5.1837,8.3
Oslo - Øvre Vollgate,SN18654,6.1837,13.4
Oslo - Øvre Vollgate,SN18654,7.1837,15.7
Oslo - Øvre Vollgate,SN18654,8.1837,14.9
Oslo - Øvre Vollgate,SN18654,9.1837,10.1
Oslo - Øvre Vollgate,SN18654,10.1837,6.6
Oslo - Øvre Vollgate,SN18654,11.1837,-0.1
Oslo - Øvre Vollgate,SN18654,12.1837,-3.1
Oslo - Øvre Vollgate,SN18654,1.1838,-7.9
Oslo - Øvre Vollgate,SN18654,2.1838,-11.2
Oslo - Øvre Vollgate,SN18654,3.1838,-3.3
Oslo - Øvre Vollgate,SN18654,4.1838,0.3
Oslo - Øvre Vollgate,SN18654,5.1838,8.4
Oslo - Øvre Vollgate,SN18654,6.1838,13.9
Oslo - Øvre Vollgate,SN18654,7.1838,17
Oslo - Øvre Vollgate,SN18654,8.1838,12.9
Oslo - Øvre Vollgate,SN18654,9.1838,10.8
Oslo - Øvre Vollgate,SN18654,10.1838,4.3
Oslo - Øvre Vollgate,SN18654,11.1838,-1.8
Oslo - Øvre Vollgate,SN18654,12.1838,-4.8
Oslo - Blindern,SN18700,4.1837,3.1
Oslo - Blindern,SN18700,5.1837,8.9
Oslo - Blindern,SN18700,6.1837,13.5
Oslo - Blindern,SN18700,7.1837,16
Oslo - Blindern,SN18700,8.1837,15.7
Oslo - Blindern,SN18700,9.1837,11.2
Oslo - Blindern,SN18700,10.1837,7.6
Oslo - Blindern,SN18700,11.1837,0.8
Oslo - Blindern,SN18700,12.1837,-3
Oslo - Blindern,SN18700,1.1838,-8.6
Oslo - Blindern,SN18700,2.1838,-11.6
Oslo - Blindern,SN18700,3.1838,-2.2
Oslo - Blindern,SN18700,4.1838,0.9
Oslo - Blindern,SN18700,5.1838,9
Oslo - Blindern,SN18700,6.1838,14.5
Oslo - Blindern,SN18700,7.1838,17.3
Oslo - Blindern,SN18700,8.1838,13.7
Oslo - Blindern,SN18700,9.1838,11.9
Oslo - Blindern,SN18700,10.1838,5
Oslo - Blindern,SN18700,11.1838,-1.6
Oslo - Blindern,SN18700,12.1838,-4.8
Oslo - Blindern,SN18700,1.1839,-5.2
Oslo - Blindern,SN18700,2.1839,-3.4
Oslo - Blindern,SN18700,3.1839,-5.4
Oslo - Blindern,SN18700,4.1839,1.1
Oslo - Blindern,SN18700,5.1839,9.8
Oslo - Blindern,SN18700,6.1839,15
Oslo - Blindern,SN18700,7.1839,17
Oslo - Blindern,SN18700,8.1839,13.8
Oslo - Blindern,SN18700,9.1839,11.7
Oslo - Blindern,SN18700,10.1839,7.9
Oslo - Blindern,SN18700,11.1839,0.3
Oslo - Blindern,SN18700,12.1839,-5.5
Oslo - Blindern,SN18700,1.184,-4.8
Oslo - Blindern,SN18700,2.184,-2.3
Oslo - Blindern,SN18700,3.184,0
Oslo - Blindern,SN18700,4.184,6.4
Oslo - Blindern,SN18700,5.184,8.8
Oslo - Blindern,SN18700,6.184,14.3
Oslo - Blindern,SN18700,7.184,14.3
Oslo - Blindern,SN18700,8.184,15.5
Oslo - Blindern,SN18700,9.184,11.6
Oslo - Blindern,SN18700,10.184,4.1
Oslo - Blindern,SN18700,11.184,0.9
Oslo - Blindern,SN18700,12.184,-7.4
Oslo - Blindern,SN18700,1.1841,-8.6
Oslo - Blindern,SN18700,2.1841,-6.7
Oslo - Blindern,SN18700,3.1841,0.4
Oslo - Blindern,SN18700,4.1841,5.2
Oslo - Blindern,SN18700,5.1841,11.4
Oslo - Blindern,SN18700,6.1841,13.3
Oslo - Blindern,SN18700,7.1841,14.3
Oslo - Blindern,SN18700,8.1841,14.5
Oslo - Blindern,SN18700,9.1841,10.5
Oslo - Blindern,SN18700,10.1841,4.9
Oslo - Blindern,SN18700,11.1841,-1.7
Oslo - Blindern,SN18700,12.1841,-1
Oslo - Blindern,SN18700,1.1842,-4.5
Oslo - Blindern,SN18700,2.1842,-1
Oslo - Blindern,SN18700,3.1842,1
Oslo - Blindern,SN18700,4.1842,6.5
Oslo - Blindern,SN18700,5.1842,13
Oslo - Blindern,SN18700,6.1842,15.8
Oslo - Blindern,SN18700,7.1842,15.5
Oslo - Blindern,SN18700,8.1842,18.2
Oslo - Blindern,SN18700,9.1842,11.1
Oslo - Blindern,SN18700,10.1842,6.4
Oslo - Blindern,SN18700,11.1842,-1.4
Oslo - Blindern,SN18700,12.1842,0.3
Oslo - Blindern,SN18700,1.1843,-2.3
Oslo - Blindern,SN18700,2.1843,-5.3
Oslo - Blindern,SN18700,3.1843,-1.5
Oslo - Blindern,SN18700,4.1843,3
Oslo - Blindern,SN18700,5.1843,10
Oslo - Blindern,SN18700,6.1843,15
Oslo - Blindern,SN18700,7.1843,16.9
Oslo - Blindern,SN18700,8.1843,17
Oslo - Blindern,SN18700,9.1843,12.1
Oslo - Blindern,SN18700,10.1843,3.3
Oslo - Blindern,SN18700,11.1843,0.8
Oslo - Blindern,SN18700,12.1843,-0.6
Oslo - Blindern,SN18700,1.1844,-5.6
Oslo - Blindern,SN18700,2.1844,-9.9
Oslo - Blindern,SN18700,3.1844,-3.4
Oslo - Blindern,SN18700,4.1844,5.2
Oslo - Blindern,SN18700,5.1844,12.6
Oslo - Blindern,SN18700,6.1844,13.5
Oslo - Blindern,SN18700,7.1844,16.1
Oslo - Blindern,SN18700,8.1844,14.4
Oslo - Blindern,SN18700,9.1844,11.4
Oslo - Blindern,SN18700,10.1844,6
Oslo - Blindern,SN18700,11.1844,-1
Oslo - Blindern,SN18700,12.1844,-9.6
Oslo - Blindern,SN18700,1.1845,-3.3
Oslo - Blindern,SN18700,2.1845,-11.8
Oslo - Blindern,SN18700,3.1845,-5.1
Oslo - Blindern,SN18700,4.1845,4.7
Oslo - Blindern,SN18700,5.1845,9.7
Oslo - Blindern,SN18700,6.1845,14.5
Oslo - Blindern,SN18700,7.1845,16.7
Oslo - Blindern,SN18700,8.1845,15.2
Oslo - Blindern,SN18700,9.1845,10.9
Oslo - Blindern,SN18700,10.1845,4.4
Oslo - Blindern,SN18700,11.1845,3
Oslo - Blindern,SN18700,12.1845,-2.8
Oslo - Blindern,SN18700,1.1846,-3.5
Oslo - Blindern,SN18700,2.1846,-4.4
Oslo - Blindern,SN18700,3.1846,1.9
Oslo - Blindern,SN18700,4.1846,4.6
Oslo - Blindern,SN18700,5.1846,9
Oslo - Blindern,SN18700,6.1846,16.9
Oslo - Blindern,SN18700,7.1846,17.2
Oslo - Blindern,SN18700,8.1846,19.8
Oslo - Blindern,SN18700,9.1846,12.9
Oslo - Blindern,SN18700,10.1846,9.5
Oslo - Blindern,SN18700,11.1846,1.6
Oslo - Blindern,SN18700,12.1846,-6.9
Oslo - Blindern,SN18700,1.1847,-6.9
Oslo - Blindern,SN18700,2.1847,-6.2
Oslo - Blindern,SN18700,3.1847,-1.4
Oslo - Blindern,SN18700,4.1847,1.6
Oslo - Blindern,SN18700,5.1847,9.4
Oslo - Blindern,SN18700,6.1847,15.7
Oslo - Blindern,SN18700,7.1847,17.7
Oslo - Blindern,SN18700,8.1847,16.2
Oslo - Blindern,SN18700,9.1847,10.3
Oslo - Blindern,SN18700,10.1847,4.1
Oslo - Blindern,SN18700,11.1847,4.2
Oslo - Blindern,SN18700,12.1847,-0.8
Oslo - Blindern,SN18700,1.1848,-7.1
Oslo - Blindern,SN18700,2.1848,-3.7
Oslo - Blindern,SN18700,3.1848,0
Oslo - Blindern,SN18700,4.1848,4.6
Oslo - Blindern,SN18700,5.1848,11.7
Oslo - Blindern,SN18700,6.1848,14.5
Oslo - Blindern,SN18700,7.1848,14.9
Oslo - Blindern,SN18700,8.1848,13
Oslo - Blindern,SN18700,9.1848,11.1
Oslo - Blindern,SN18700,10.1848,5.2
Oslo - Blindern,SN18700,11.1848,-1.9
Oslo - Blindern,SN18700,12.1848,-4
Oslo - Blindern,SN18700,1.1849,-8.1
Oslo - Blindern,SN18700,2.1849,-2
Oslo - Blindern,SN18700,3.1849,0.3
Oslo - Blindern,SN18700,4.1849,3.2
Oslo - Blindern,SN18700,5.1849,11.1
Oslo - Blindern,SN18700,6.1849,12.4
Oslo - Blindern,SN18700,7.1849,15.5
Oslo - Blindern,SN18700,8.1849,15.2
Oslo - Blindern,SN18700,9.1849,10.9
Oslo - Blindern,SN18700,10.1849,3.4
Oslo - Blindern,SN18700,11.1849,-0.2
Oslo - Blindern,SN18700,12.1849,-5.9
Oslo - Blindern,SN18700,1.185,-9.9
Oslo - Blindern,SN18700,2.185,-2
Oslo - Blindern,SN18700,3.185,-1.5
Oslo - Blindern,SN18700,4.185,3.8
Oslo - Blindern,SN18700,5.185,10.3
Oslo - Blindern,SN18700,6.185,14.6
Oslo - Blindern,SN18700,7.185,17.2
Oslo - Blindern,SN18700,8.185,15
Oslo - Blindern,SN18700,9.185,10.7
Oslo - Blindern,SN18700,10.185,4
Oslo - Blindern,SN18700,11.185,-1.1
Oslo - Blindern,SN18700,12.185,-2.1
Oslo - Blindern,SN18700,1.1851,-2.4
Oslo - Blindern,SN18700,2.1851,-2.3
Oslo - Blindern,SN18700,3.1851,-1.8
Oslo - Blindern,SN18700,4.1851,4.3
Oslo - Blindern,SN18700,5.1851,8.4
Oslo - Blindern,SN18700,6.1851,12.5
Oslo - Blindern,SN18700,7.1851,14.2
Oslo - Blindern,SN18700,8.1851,14.2
Oslo - Blindern,SN18700,9.1851,11.6
Oslo - Blindern,SN18700,10.1851,6.7
Oslo - Blindern,SN18700,11.1851,0
Oslo - Blindern,SN18700,12.1851,-0.7
Oslo - Blindern,SN18700,1.1852,-2.2
Oslo - Blindern,SN18700,2.1852,-4.5
Oslo - Blindern,SN18700,3.1852,-0.6
Oslo - Blindern,SN18700,4.1852,3.1
Oslo - Blindern,SN18700,5.1852,11.1
Oslo - Blindern,SN18700,6.1852,14.8
Oslo - Blindern,SN18700,7.1852,19.1
Oslo - Blindern,SN18700,8.1852,17.1
Oslo - Blindern,SN18700,9.1852,11.3
Oslo - Blindern,SN18700,10.1852,2.5
