Name,Station,Time,Homogeniserd mean temperature (month)
Oslo - Blindern,SN18700,7.1978,15.4
Oslo - Blindern,SN18700,8.1978,15.1
Oslo - Blindern,SN18700,9.1978,9.3
Oslo - Blindern,SN18700,10.1978,6.6
Oslo - Blindern,SN18700,11.1978,3.9
Oslo - Blindern,SN18700,12.1978,-7.9
Oslo - Blindern,SN18700,1.1979,-7.6
Oslo - Blindern,SN18700,2.1979,-6.3
Oslo - Blindern,SN18700,3.1979,-0.3
Oslo - Blindern,SN18700,4.1979,3.9
Oslo - Blindern,SN18700,5.1979,8.5
Oslo - Blindern,SN18700,6.1979,15.9
Oslo - Blindern,SN18700,7.1979,15.7
Oslo - Blindern,SN18700,8.1979,14.3
Oslo - Blindern,SN18700,9.1979,10.8
Oslo - Blindern,SN18700,10.1979,4.8
Oslo - Blindern,SN18700,11.1979,-0.1
Oslo - Blindern,SN18700,12.1979,-3.4
Oslo - Blindern,SN18700,1.198,-6.4
Oslo - Blindern,SN18700,2.198,-7.3
Oslo - Blindern,SN18700,3.198,-2.1
Oslo - Blindern,SN18700,4.198,5.4
Oslo - Blindern,SN18700,5.198,11.9
Oslo - Blindern,SN18700,6.198,16
Oslo - Blindern,SN18700,7.198,17.4
Oslo - Blindern,SN18700,8.198,15.4
Oslo - Blindern,SN18700,9.198,12
Oslo - Blindern,SN18700,10.198,4.7
Oslo - Blindern,SN18700,11.198,-1.7
Oslo - Blindern,SN18700,12.198,-1
Oslo - Blindern,SN18700,1.1981,-3.7
Oslo - Blindern,SN18700,2.1981,-3.9
Oslo - Blindern,SN18700,3.1981,-1.9
Oslo - Blindern,SN18700,4.1981,4.8
Oslo - Blindern,SN18700,5.1981,12.2
Oslo - Blindern,SN18700,6.1981,12.9
Oslo - Blindern,SN18700,7.1981,16.5
Oslo - Blindern,SN18700,8.1981,15.7
Oslo - Blindern,SN18700,9.1981,12.6
Oslo - Blindern,SN18700,10.1981,5.2
Oslo - Blindern,SN18700,11.1981,0.7
Oslo - Blindern,SN18700,12.1981,-8.7
Oslo - Blindern,SN18700,1.1982,-7.9
Oslo - Blindern,SN18700,2.1982,-3.5
Oslo - Blindern,SN18700,3.1982,1.8
Oslo - Blindern,SN18700,4.1982,5.3
Oslo - Blindern,SN18700,5.1982,10
Oslo - Blindern,SN18700,6.1982,14.1
Oslo - Blindern,SN18700,7.1982,18.5
Oslo - Blindern,SN18700,8.1982,16.7
Oslo - Blindern,SN18700,9.1982,12.3
Oslo - Blindern,SN18700,10.1982,6.3
Oslo - Blindern,SN18700,11.1982,2.6
Oslo - Blindern,SN18700,12.1982,-1.6
Oslo - Blindern,SN18700,1.1983,0.9
Oslo - Blindern,SN18700,2.1983,-3.9
Oslo - Blindern,SN18700,3.1983,1.6
Oslo - Blindern,SN18700,4.1983,5.6
Oslo - Blindern,SN18700,5.1983,10.7
Oslo - Blindern,SN18700,6.1983,14.5
Oslo - Blindern,SN18700,7.1983,18.3
Oslo - Blindern,SN18700,8.1983,17
Oslo - Blindern,SN18700,9.1983,11.8
Oslo - Blindern,SN18700,10.1983,7.3
Oslo - Blindern,SN18700,11.1983,1.4
Oslo - Blindern,SN18700,12.1983,-0.8
Oslo - Blindern,SN18700,1.1984,-4.6
Oslo - Blindern,SN18700,2.1984,-2.6
Oslo - Blindern,SN18700,3.1984,-1.1
Oslo - Blindern,SN18700,4.1984,6
Oslo - Blindern,SN18700,5.1984,12.6
Oslo - Blindern,SN18700,6.1984,14.8
Oslo - Blindern,SN18700,7.1984,16.5
Oslo - Blindern,SN18700,8.1984,16.5
Oslo - Blindern,SN18700,9.1984,10.3
Oslo - Blindern,SN18700,10.1984,8.2
Oslo - Blindern,SN18700,11.1984,3
Oslo - Blindern,SN18700,12.1984,0.8
Oslo - Blindern,SN18700,1.1985,-8.4
Oslo - Blindern,SN18700,2.1985,-9
Oslo - Blindern,SN18700,3.1985,-0.5
Oslo - Blindern,SN18700,4.1985,3
Oslo - Blindern,SN18700,5.1985,11.8
Oslo - Blindern,SN18700,6.1985,14.3
Oslo - Blindern,SN18700,7.1985,16.5
Oslo - Blindern,SN18700,8.1985,15
Oslo - Blindern,SN18700,9.1985,9.3
Oslo - Blindern,SN18700,10.1985,7.7
Oslo - Blindern,SN18700,11.1985,-1
Oslo - Blindern,SN18700,12.1985,-6.5
Oslo - Blindern,SN18700,1.1986,-6.5
Oslo - Blindern,SN18700,2.1986,-7.3
Oslo - Blindern,SN18700,3.1986,0.5
Oslo - Blindern,SN18700,4.1986,2.9
Oslo - Blindern,SN18700,5.1986,11
Oslo - Blindern,SN18700,6.1986,16.7
Oslo - Blindern,SN18700,7.1986,16.9
Oslo - Blindern,SN18700,8.1986,13.4
Oslo - Blindern,SN18700,9.1986,9
Oslo - Blindern,SN18700,10.1986,6.9
Oslo - Blindern,SN18700,11.1986,4.3
Oslo - Blindern,SN18700,12.1986,-1.5
Oslo - Blindern,SN18700,1.1987,-10.3
Oslo - Blindern,SN18700,2.1987,-4.2
Oslo - Blindern,SN18700,3.1987,-3.9
Oslo - Blindern,SN18700,4.1987,5.5
Oslo - Blindern,SN18700,5.1987,9.4
Oslo - Blindern,SN18700,6.1987,12.4
Oslo - Blindern,SN18700,7.1987,16.8
Oslo - Blindern,SN18700,8.1987,13.4
Oslo - Blindern,SN18700,9.1987,10
Oslo - Blindern,SN18700,10.1987,7.8
Oslo - Blindern,SN18700,11.1987,0.6
Oslo - Blindern,SN18700,12.1987,-2.4
Oslo - Blindern,SN18700,1.1988,0.8
Oslo - Blindern,SN18700,2.1988,-1.2
Oslo - Blindern,SN18700,3.1988,-1.2
Oslo - Blindern,SN18700,4.1988,3.6
Oslo - Blindern,SN18700,5.1988,12.3
Oslo - Blindern,SN18700,6.1988,18.9
Oslo - Blindern,SN18700,7.1988,16.6
Oslo - Blindern,SN18700,8.1988,15.3
Oslo - Blindern,SN18700,9.1988,12.4
Oslo - Blindern,SN18700,10.1988,5.2
Oslo - Blindern,SN18700,11.1988,-1
Oslo - Blindern,SN18700,12.1988,-2.5
Oslo - Blindern,SN18700,1.1989,2.6
Oslo - Blindern,SN18700,2.1989,2.8
Oslo - Blindern,SN18700,3.1989,3.7
Oslo - Blindern,SN18700,4.1989,5.4
Oslo - Blindern,SN18700,5.1989,11.1
Oslo - Blindern,SN18700,6.1989,15.5
Oslo - Blindern,SN18700,7.1989,17.4
Oslo - Blindern,SN18700,8.1989,14.6
Oslo - Blindern,SN18700,9.1989,12
Oslo - Blindern,SN18700,10.1989,6.6
Oslo - Blindern,SN18700,11.1989,2.7
Oslo - Blindern,SN18700,12.1989,-2.5
Oslo - Blindern,SN18700,1.199,1
Oslo - Blindern,SN18700,2.199,3.6
Oslo - Blindern,SN18700,3.199,4.7
Oslo - Blindern,SN18700,4.199,6.7
Oslo - Blindern,SN18700,5.199,12.5
Oslo - Blindern,SN18700,6.199,15.4
Oslo - Blindern,SN18700,7.199,17
Oslo - Blindern,SN18700,8.199,16.3
Oslo - Blindern,SN18700,9.199,10.5
Oslo - Blindern,SN18700,10.199,6.4
Oslo - Blindern,SN18700,11.199,0.3
Oslo - Blindern,SN18700,12.199,-0.8
Oslo - Blindern,SN18700,1.1991,-2.6
Oslo - Blindern,SN18700,2.1991,-3.9
Oslo - Blindern,SN18700,3.1991,1.9
Oslo - Blindern,SN18700,4.1991,5.7
Oslo - Blindern,SN18700,5.1991,10.8
Oslo - Blindern,SN18700,6.1991,11.9
Oslo - Blindern,SN18700,7.1991,18.6
Oslo - Blindern,SN18700,8.1991,17
Oslo - Blindern,SN18700,9.1991,11.8
Oslo - Blindern,SN18700,10.1991,6.6
Oslo - Blindern,SN18700,11.1991,2.5
Oslo - Blindern,SN18700,12.1991,0.3
Oslo - Blindern,SN18700,1.1992,-0.3
Oslo - Blindern,SN18700,2.1992,0.2
Oslo - Blindern,SN18700,3.1992,2.8
Oslo - Blindern,SN18700,4.1992,4.4
Oslo - Blindern,SN18700,5.1992,13.3
Oslo - Blindern,SN18700,6.1992,18.1
Oslo - Blindern,SN18700,7.1992,16.8
Oslo - Blindern,SN18700,8.1992,14.4
Oslo - Blindern,SN18700,9.1992,11.5
Oslo - Blindern,SN18700,10.1992,3.3
Oslo - Blindern,SN18700,11.1992,1.2
Oslo - Blindern,SN18700,12.1992,-1.1
Oslo - Blindern,SN18700,1.1993,0.2
Oslo - Blindern,SN18700,2.1993,-0.7
Oslo - Blindern,SN18700,3.1993,1.4
Oslo - Blindern,SN18700,4.1993,6.6
Oslo - Blindern,SN18700,5.1993,13.2
Oslo - Blindern,SN18700,6.1993,13.9
Oslo - Blindern,SN18700,7.1993,15.1
Oslo - Blindern,SN18700,8.1993,13.4
Oslo - Blindern,SN18700,9.1993,9.3
Oslo - Blindern,SN18700,10.1993,4.5
Oslo - Blindern,SN18700,11.1993,-0.3
Oslo - Blindern,SN18700,12.1993,-3.2
Oslo - Blindern,SN18700,1.1994,-3.9
Oslo - Blindern,SN18700,2.1994,-7.6
Oslo - Blindern,SN18700,3.1994,0.6
Oslo - Blindern,SN18700,4.1994,6.3
Oslo - Blindern,SN18700,5.1994,11.1
Oslo - Blindern,SN18700,6.1994,13.9
Oslo - Blindern,SN18700,7.1994,20.7
Oslo - Blindern,SN18700,8.1994,16.3
Oslo - Blindern,SN18700,9.1994,10.3
Oslo - Blindern,SN18700,10.1994,5.6
Oslo - Blindern,SN18700,11.1994,2
Oslo - Blindern,SN18700,12.1994,0.3
Oslo - Blindern,SN18700,1.1995,-2.7
Oslo - Blindern,SN18700,2.1995,-0.2
Oslo - Blindern,SN18700,3.1995,1.3
Oslo - Blindern,SN18700,4.1995,4.1
Oslo - Blindern,SN18700,5.1995,10
Oslo - Blindern,SN18700,6.1995,15.4
Oslo - Blindern,SN18700,7.1995,16.8
Oslo - Blindern,SN18700,8.1995,18.1
Oslo - Blindern,SN18700,9.1995,11.3
Oslo - Blindern,SN18700,10.1995,9
Oslo - Blindern,SN18700,11.1995,-0.4
Oslo - Blindern,SN18700,12.1995,-6.4
Oslo - Blindern,SN18700,1.1996,-5.1
Oslo - Blindern,SN18700,2.1996,-6.2
Oslo - Blindern,SN18700,3.1996,-0.6
Oslo - Blindern,SN18700,4.1996,4.9
Oslo - Blindern,SN18700,5.1996,8.4
Oslo - Blindern,SN18700,6.1996,14.2
Oslo - Blindern,SN18700,7.1996,15.9
Oslo - Blindern,SN18700,8.1996,18.4
Oslo - Blindern,SN18700,9.1996,10.4
Oslo - Blindern,SN18700,10.1996,7.7
Oslo - Blindern,SN18700,11.1996,0.4
Oslo - Blindern,SN18700,12.1996,-4.4
Oslo - Blindern,SN18700,1.1997,-4
Oslo - Blindern,SN18700,2.1997,-0.3
Oslo - Blindern,SN18700,3.1997,2.4
Oslo - Blindern,SN18700,4.1997,5.1
Oslo - Blindern,SN18700,5.1997,9.3
Oslo - Blindern,SN18700,6.1997,16.3
Oslo - Blindern,SN18700,7.1997,19.5
Oslo - Blindern,SN18700,8.1997,20.5
Oslo - Blindern,SN18700,9.1997,12.4
Oslo - Blindern,SN18700,10.1997,4.8
Oslo - Blindern,SN18700,11.1997,1.5
Oslo - Blindern,SN18700,12.1997,-1
Oslo - Blindern,SN18700,1.1998,-1.1
Oslo - Blindern,SN18700,2.1998,1.4
Oslo - Blindern,SN18700,3.1998,0.8
Oslo - Blindern,SN18700,4.1998,4.3
Oslo - Blindern,SN18700,5.1998,11.6
Oslo - Blindern,SN18700,6.1998,13.2
Oslo - Blindern,SN18700,7.1998,15.4
Oslo - Blindern,SN18700,8.1998,14.4
Oslo - Blindern,SN18700,9.1998,12.5
Oslo - Blindern,SN18700,10.1998,5.4
Oslo - Blindern,SN18700,11.1998,-0.7
Oslo - Blindern,SN18700,12.1998,-0.6
Oslo - Blindern,SN18700,1.1999,-2.2
Oslo - Blindern,SN18700,2.1999,-2.3
Oslo - Blindern,SN18700,3.1999,0.4
Oslo - Blindern,SN18700,4.1999,6.7
Oslo - Blindern,SN18700,5.1999,9.5
Oslo - Blindern,SN18700,6.1999,14
Oslo - Blindern,SN18700,7.1999,17.4
Oslo - Blindern,SN18700,8.1999,16.1
Oslo - Blindern,SN18700,9.1999,14.4
Oslo - Blindern,SN18700,10.1999,6.6
Oslo - Blindern,SN18700,11.1999,4.2
Oslo - Blindern,SN18700,12.1999,-2.7
Oslo - Blindern,SN18700,1.2,-0.4
Oslo - Blindern,SN18700,2.2,-0.4
Oslo - Blindern,SN18700,3.2,2
Oslo - Blindern,SN18700,4.2,6.4
Oslo - Blindern,SN18700,5.2,12.5
Oslo - Blindern,SN18700,6.2,13.6
Oslo - Blindern,SN18700,7.2,16.2
Oslo - Blindern,SN18700,8.2,15.4
Oslo - Blindern,SN18700,9.2,11.5
Oslo - Blindern,SN18700,10.2,9.5
Oslo - Blindern,SN18700,11.2,5.8
Oslo - Blindern,SN18700,12.2,1.2
Oslo - Blindern,SN18700,1.2001,-2.8
Oslo - Blindern,SN18700,2.2001,-5.3
Oslo - Blindern,SN18700,3.2001,-1.5
Oslo - Blindern,SN18700,4.2001,4.3
Oslo - Blindern,SN18700,5.2001,11.9
Oslo - Blindern,SN18700,6.2001,14.6
Oslo - Blindern,SN18700,7.2001,17.8
Oslo - Blindern,SN18700,8.2001,15.9
Oslo - Blindern,SN18700,9.2001,11.7
Oslo - Blindern,SN18700,10.2001,9
Oslo - Blindern,SN18700,11.2001,2.2
Oslo - Blindern,SN18700,12.2001,-3.3
Oslo - Blindern,SN18700,1.2002,-2.8
Oslo - Blindern,SN18700,2.2002,0.7
Oslo - Blindern,SN18700,3.2002,2.1
Oslo - Blindern,SN18700,4.2002,7
Oslo - Blindern,SN18700,5.2002,12.8
Oslo - Blindern,SN18700,6.2002,16.6
Oslo - Blindern,SN18700,7.2002,17.4
Oslo - Blindern,SN18700,8.2002,20.4
Oslo - Blindern,SN18700,9.2002,13.4
Oslo - Blindern,SN18700,10.2002,3.5
Oslo - Blindern,SN18700,11.2002,-1.2
Oslo - Blindern,SN18700,12.2002,-5.8
Oslo - Blindern,SN18700,1.2003,-3.8
Oslo - Blindern,SN18700,2.2003,-2.6
Oslo - Blindern,SN18700,3.2003,1.7
Oslo - Blindern,SN18700,4.2003,6
Oslo - Blindern,SN18700,5.2003,10.1
Oslo - Blindern,SN18700,6.2003,16.3
Oslo - Blindern,SN18700,7.2003,18.9
Oslo - Blindern,SN18700,8.2003,17.4
Oslo - Blindern,SN18700,9.2003,12.5
Oslo - Blindern,SN18700,10.2003,4
Oslo - Blindern,SN18700,11.2003,3
Oslo - Blindern,SN18700,12.2003,0.4
Oslo - Blindern,SN18700,1.2004,-3.8
Oslo - Blindern,SN18700,2.2004,-1.4
Oslo - Blindern,SN18700,3.2004,2.1
Oslo - Blindern,SN18700,4.2004,7.5
Oslo - Blindern,SN18700,5.2004,12.4
Oslo - Blindern,SN18700,6.2004,14.2
Oslo - Blindern,SN18700,7.2004,16
Oslo - Blindern,SN18700,8.2004,18
Oslo - Blindern,SN18700,9.2004,12.6
Oslo - Blindern,SN18700,10.2004,6.6
Oslo - Blindern,SN18700,11.2004,1.2
Oslo - Blindern,SN18700,12.2004,0.4
Oslo - Blindern,SN18700,1.2005,1.7
Oslo - Blindern,SN18700,2.2005,-1
Oslo - Blindern,SN18700,3.2005,-0.8
Oslo - Blindern,SN18700,4.2005,6.9
Oslo - Blindern,SN18700,5.2005,9.7
Oslo - Blindern,SN18700,6.2005,14.6
Oslo - Blindern,SN18700,7.2005,18.7
Oslo - Blindern,SN18700,8.2005,15.9
Oslo - Blindern,SN18700,9.2005,12.6
Oslo - Blindern,SN18700,10.2005,7.5
Oslo - Blindern,SN18700,11.2005,4.4
Oslo - Blindern,SN18700,12.2005,-1.1
Oslo - Blindern,SN18700,1.2006,-2.4
Oslo - Blindern,SN18700,2.2006,-3.2
Oslo - Blindern,SN18700,3.2006,-3.2
Oslo - Blindern,SN18700,4.2006,4.7
Oslo - Blindern,SN18700,5.2006,12
Oslo - Blindern,SN18700,6.2006,16.1
Oslo - Blindern,SN18700,7.2006,20.1
Oslo - Blindern,SN18700,8.2006,18
Oslo - Blindern,SN18700,9.2006,15
Oslo - Blindern,SN18700,10.2006,8.4
Oslo - Blindern,SN18700,11.2006,4.1
Oslo - Blindern,SN18700,12.2006,2.4
Oslo - Blindern,SN18700,1.2007,-0.9
Oslo - Blindern,SN18700,2.2007,-3.2
Oslo - Blindern,SN18700,3.2007,4.2
Oslo - Blindern,SN18700,4.2007,7.6
Oslo - Blindern,SN18700,5.2007,10.9
Oslo - Blindern,SN18700,6.2007,17
Oslo - Blindern,SN18700,7.2007,16.1
Oslo - Blindern,SN18700,8.2007,16.5
Oslo - Blindern,SN18700,9.2007,11
Oslo - Blindern,SN18700,10.2007,6.9
Oslo - Blindern,SN18700,11.2007,1.5
Oslo - Blindern,SN18700,12.2007,-1.4
Oslo - Blindern,SN18700,1.2008,0.9
Oslo - Blindern,SN18700,2.2008,1.9
Oslo - Blindern,SN18700,3.2008,0.9
Oslo - Blindern,SN18700,4.2008,6.7
Oslo - Blindern,SN18700,5.2008,12.3
Oslo - Blindern,SN18700,6.2008,15.8
Oslo - Blindern,SN18700,7.2008,18.3
Oslo - Blindern,SN18700,8.2008,15.2
Oslo - Blindern,SN18700,9.2008,10.8
Oslo - Blindern,SN18700,10.2008,6.8
Oslo - Blindern,SN18700,11.2008,2.1
Oslo - Blindern,SN18700,12.2008,-1.2
Oslo - Blindern,SN18700,1.2009,-2.2
Oslo - Blindern,SN18700,2.2009,-5.1
Oslo - Blindern,SN18700,3.2009,1.2
Oslo - Blindern,SN18700,4.2009,7.7
Oslo - Blindern,SN18700,5.2009,12
Oslo - Blindern,SN18700,6.2009,15.8
Oslo - Blindern,SN18700,7.2009,17.3
Oslo - Blindern,SN18700,8.2009,16.1
Oslo - Blindern,SN18700,9.2009,12.9
Oslo - Blindern,SN18700,10.2009,4.4
Oslo - Blindern,SN18700,11.2009,3.9
Oslo - Blindern,SN18700,12.2009,-3.8
Oslo - Blindern,SN18700,1.201,-8.1
Oslo - Blindern,SN18700,2.201,-6.3
Oslo - Blindern,SN18700,3.201,0.3
Oslo - Blindern,SN18700,4.201,6
Oslo - Blindern,SN18700,5.201,11
Oslo - Blindern,SN18700,6.201,15.3
Oslo - Blindern,SN18700,7.201,18
Oslo - Blindern,SN18700,8.201,16.1
Oslo - Blindern,SN18700,9.201,11.3
Oslo - Blindern,SN18700,10.201,5.7
Oslo - Blindern,SN18700,11.201,-2
Oslo - Blindern,SN18700,12.201,-9.2
Oslo - Blindern,SN18700,1.2011,-3.5
Oslo - Blindern,SN18700,2.2011,-4.9
Oslo - Blindern,SN18700,3.2011,0.6
Oslo - Blindern,SN18700,4.2011,9.4
Oslo - Blindern,SN18700,5.2011,11.3
Oslo - Blindern,SN18700,6.2011,15.9
Oslo - Blindern,SN18700,7.2011,18
Oslo - Blindern,SN18700,8.2011,16.1
Oslo - Blindern,SN18700,9.2011,12.7
Oslo - Blindern,SN18700,10.2011,7.6
Oslo - Blindern,SN18700,11.2011,4.6
Oslo - Blindern,SN18700,12.2011,0.8
Oslo - Blindern,SN18700,1.2012,-2.4
Oslo - Blindern,SN18700,2.2012,-2.2
Oslo - Blindern,SN18700,3.2012,5.6
Oslo - Blindern,SN18700,4.2012,4.9
Oslo - Blindern,SN18700,5.2012,12.3
Oslo - Blindern,SN18700,6.2012,13.7
Oslo - Blindern,SN18700,7.2012,16.4
Oslo - Blindern,SN18700,8.2012,16.1
Oslo - Blindern,SN18700,9.2012,11.1
Oslo - Blindern,SN18700,10.2012,5.2
Oslo - Blindern,SN18700,11.2012,3.2
Oslo - Blindern,SN18700,12.2012,-5.1
Oslo - Blindern,SN18700,1.2013,-4.9
Oslo - Blindern,SN18700,2.2013,-3.2
Oslo - Blindern,SN18700,3.2013,-2.1
Oslo - Blindern,SN18700,4.2013,4.3
Oslo - Blindern,SN18700,5.2013,12.8
Oslo - Blindern,SN18700,6.2013,15
Oslo - Blindern,SN18700,7.2013,18.4
Oslo - Blindern,SN18700,8.2013,16.3
Oslo - Blindern,SN18700,9.2013,12
Oslo - Blindern,SN18700,10.2013,7.5
Oslo - Blindern,SN18700,11.2013,2.4
Oslo - Blindern,SN18700,12.2013,2
Oslo - Blindern,SN18700,1.2014,-2.6
Oslo - Blindern,SN18700,2.2014,1.9
Oslo - Blindern,SN18700,3.2014,4.3
Oslo - Blindern,SN18700,4.2014,7.7
Oslo - Blindern,SN18700,5.2014,12
Oslo - Blindern,SN18700,6.2014,15.7
Oslo - Blindern,SN18700,7.2014,20.8
Oslo - Blindern,SN18700,8.2014,15.8
Oslo - Blindern,SN18700,9.2014,13.1
Oslo - Blindern,SN18700,10.2014,8.9
Oslo - Blindern,SN18700,11.2014,4.1
Oslo - Blindern,SN18700,12.2014,-2.2
Oslo - Blindern,SN18700,1.2015,-0.3
Oslo - Blindern,SN18700,2.2015,0.3
Oslo - Blindern,SN18700,3.2015,3.5
Oslo - Blindern,SN18700,4.2015,7.1
Oslo - Blindern,SN18700,5.2015,9
Oslo - Blindern,SN18700,6.2015,14.2
Oslo - Blindern,SN18700,7.2015,16.2
Oslo - Blindern,SN18700,8.2015,16.5
Oslo - Blindern,SN18700,9.2015,12.5
Oslo - Blindern,SN18700,10.2015,7.2
Oslo - Blindern,SN18700,11.2015,3.2
Oslo - Blindern,SN18700,12.2015,2.1
Oslo - Blindern,SN18700,1.2016,-5.5
Oslo - Blindern,SN18700,2.2016,-0.7
Oslo - Blindern,SN18700,3.2016,3.1
Oslo - Blindern,SN18700,4.2016,5.9
Oslo - Blindern,SN18700,5.2016,12.3
Oslo - Blindern,SN18700,6.2016,16.7
Oslo - Blindern,SN18700,7.2016,17.2
Oslo - Blindern,SN18700,8.2016,15.5
Oslo - Blindern,SN18700,9.2016,15
Oslo - Blindern,SN18700,10.2016,6.1
Oslo - Blindern,SN18700,11.2016,0.7
Oslo - Blindern,SN18700,12.2016,0.9
Oslo - Blindern,SN18700,1.2017,-1.4
Oslo - Blindern,SN18700,2.2017,-1.5
Oslo - Blindern,SN18700,3.2017,2.6
Oslo - Blindern,SN18700,4.2017,5.2
Oslo - Blindern,SN18700,5.2017,11.6
Oslo - Blindern,SN18700,6.2017,15.1
Oslo - Blindern,SN18700,7.2017,16.9
Oslo - Blindern,SN18700,8.2017,15.3
Oslo - Blindern,SN18700,9.2017,12.2
Oslo - Blindern,SN18700,10.2017,7.2
Oslo - Blindern,SN18700,11.2017,1.6
Oslo - Blindern,SN18700,12.2017,-1.5
Oslo - Blindern,SN18700,1.2018,-1.7
Oslo - Blindern,SN18700,2.2018,-4.1
Oslo - Blindern,SN18700,3.2018,-2.3
Oslo - Blindern,SN18700,4.2018,6.5
Oslo - Blindern,SN18700,5.2018,16.1
Oslo - Blindern,SN18700,6.2018,17.9
Oslo - Blindern,SN18700,7.2018,22.2
Oslo - Blindern,SN18700,8.2018,16.3
Oslo - Blindern,SN18700,9.2018,12.5
Oslo - Blindern,SN18700,10.2018,7.4
Oslo - Blindern,SN18700,11.2018,3.4
Oslo - Blindern,SN18700,12.2018,-1.2
Oslo - Blindern,SN18700,1.2019,-2.8
Oslo - Blindern,SN18700,2.2019,0.5
Oslo - Blindern,SN18700,3.2019,2.3
Oslo - Blindern,SN18700,4.2019,8.7
Oslo - Blindern,SN18700,5.2019,10.4
Oslo - Blindern,SN18700,6.2019,15.4
Oslo - Blindern,SN18700,7.2019,17.9
Oslo - Blindern,SN18700,8.2019,16.8
Oslo - Blindern,SN18700,9.2019,11.4
Oslo - Blindern,SN18700,10.2019,5.4
Oslo - Blindern,SN18700,11.2019,1
Oslo - Blindern,SN18700,12.2019,0.4
Oslo - Blindern,SN18700,1.202,2.7
Oslo - Blindern,SN18700,2.202,1.9
Oslo - Blindern,SN18700,3.202,3
Oslo - Blindern,SN18700,4.202,7.3
Oslo - Blindern,SN18700,5.202,10.2
Oslo - Blindern,SN18700,6.202,18.8
Oslo - Blindern,SN18700,7.202,15.1
